"song" "line" "artist"
"4171" "The Seer (Demo)" "I know I'll never die" "Swans"
"4172" "The Seer (Demo)" "I scream up at the sky:" "Swans"
"4173" "The Seer (Demo)" "\"You have arrived.\"" "Swans"
"4174" "The Seer (Demo)" "Hey" "Swans"
"4175" "The Seer (Demo)" "Bring the children home" "Swans"
"4176" "The Seer (Demo)" "Hey" "Swans"
"4177" "The Seer (Demo)" "Bring the children home" "Swans"
"4178" "The Seer (Demo)" "Hey" "Swans"
"4179" "The Seer (Demo)" "Bring the children home" "Swans"
"4180" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4181" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4182" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4183" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4184" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4185" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4186" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4187" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4188" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4189" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4190" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4191" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4192" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4193" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4194" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4195" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4196" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4197" "The Seer" "I see it all, I see it all, I see it all, I see it all" "Swans"
"4198" "The Seer" "I see it all, I see it all" "Swans"
"4199" "The Seer" "I love you too much" "Swans"
"4200" "The Seer" "I love you too much" "Swans"
"4201" "The Seer" "I love you too much" "Swans"
"4202" "The Seer" "I love you too much" "Swans"
"4203" "The Seer" "Son, son" "Swans"
"4204" "The Seer" "The common mind" "Swans"
"4205" "The Seer" "The coal in my mouth" "Swans"
"4206" "The Seer" "The coal in my mind" "Swans"
"4207" "The Seer" "The common mind" "Swans"
"4208" "The Seer" "(\"Indecipherable obscenities\")" "Swans"
"4209" "The Other Side of the World" "I won't think it, I won't speak it" "Swans"
"4210" "The Other Side of the World" "But I feel it, and I see it" "Swans"
"4211" "The Other Side of the World" "And it comes down and surrounds us" "Swans"
"4212" "The Other Side of the World" "With sensation, with perfection, without purpose" "Swans"
"4213" "The Other Side of the World" "And there's color" "Swans"
"4214" "The Other Side of the World" "And there's light" "Swans"
"4215" "The Other Side of the World" "And there's movement" "Swans"
"4216" "The Other Side of the World" "On the other side of the world" "Swans"
"4217" "The Other Side of the World" "With each movement, new reactions" "Swans"
"4218" "The Other Side of the World" "Cause sensations, which move through us" "Swans"
"4219" "The Other Side of the World" "And the warm wind kissed your body" "Swans"
"4220" "The Other Side of the World" "And the sun was rising on the other side of the world" "Swans"
"4221" "The Other Side of the World" "And there's color" "Swans"
"4222" "The Other Side of the World" "And there's light" "Swans"
"4223" "The Other Side of the World" "And sensation" "Swans"
"4224" "The Other Side of the World" "On the other side of the world" "Swans"
"4225" "The Other Side of the World" "Now I breathe it, and I see it" "Swans"
"4226" "The Other Side of the World" "Before thinking, and it's perfect without purpose" "Swans"
"4227" "The Other Side of the World" "And there's color" "Swans"
"4228" "The Other Side of the World" "And there's light" "Swans"
"4229" "The Other Side of the World" "And they're rising" "Swans"
"4230" "The Other Side of the World" "On the other side of the world" "Swans"
"4231" "The Nub" "Floating, floating" "Swans"
"4232" "The Nub" "I'm happy to be floating" "Swans"
"4233" "The Nub" "I'm naked, I'm drifting" "Swans"
"4234" "The Nub" "In black milk that I'm drinking" "Swans"
"4235" "The Nub" "I'm licking, I'm sucking" "Swans"
"4236" "The Nub" "White nipples, while sinking" "Swans"
"4237" "The Nub" "Oh sweet light, oh mind krill" "Swans"
"4238" "The Nub" "This throat jerks, this belly fills" "Swans"
"4239" "The Nub" "Not thinking, gently streaming" "Swans"
"4240" "The Nub" "I'm dreaming while feeding" "Swans"
"4241" "The Nub" "I'm sinking, I'm sifting" "Swans"
"4242" "The Nub" "I'm calling, freely leaking" "Swans"
"4243" "The Nub" "I'm weeping, I'm seeping" "Swans"
"4244" "The Nub" "I'm cleaving, while leaching" "Swans"
"4245" "The Nub" "My disgorger, my forger" "Swans"
"4246" "The Nub" "We swim in your ordure" "Swans"
"4247" "The Nub" "Bring bells of bright silver" "Swans"
"4248" "The Nub" "Bring pillars of glitter" "Swans"
"4249" "The Nub" "White horses, they're screaming" "Swans"
"4250" "The Nub" "They're echoes, receding" "Swans"
"4251" "The Nub" "Floating, falling" "Swans"
"4252" "The Nub" "The angels are calling" "Swans"
"4253" "The Most Unfortunate Lie" "Someone was here before me" "Swans"
"4254" "The Most Unfortunate Lie" "And they took the possibility away" "Swans"
"4255" "The Most Unfortunate Lie" "And without any control or freedom" "Swans"
"4256" "The Most Unfortunate Lie" "The elements were laid down in this way" "Swans"
"4257" "The Most Unfortunate Lie" "And so my mind is slowly devoured" "Swans"
"4258" "The Most Unfortunate Lie" "By the ideas to which it subscribes" "Swans"
"4259" "The Most Unfortunate Lie" "And in the end, I'm left with nothing" "Swans"
"4260" "The Most Unfortunate Lie" "Except the memory of believing my own lies" "Swans"
"4261" "The Most Unfortunate Lie" "And where are you now" "Swans"
"4262" "The Most Unfortunate Lie" "My most unfortunate lie?" "Swans"
"4263" "The Most Unfortunate Lie" "The light shows my face in the mirror" "Swans"
"4264" "The Most Unfortunate Lie" "And my hand as it reaches to touch" "Swans"
"4265" "The Most Unfortunate Lie" "The evidence of pain and delusion" "Swans"
"4266" "The Most Unfortunate Lie" "And a mind which was never clear enough" "Swans"
"4267" "The Most Unfortunate Lie" "I saw the sun rise in an ancient desert" "Swans"
"4268" "The Most Unfortunate Lie" "Where this moment was first foretold" "Swans"
"4269" "The Most Unfortunate Lie" "And the black water was thick as blood" "Swans"
"4270" "The Most Unfortunate Lie" "And my hands, they were full of gold" "Swans"
"4271" "The Most Unfortunate Lie" "And where are you now" "Swans"
"4272" "The Most Unfortunate Lie" "The most lethal, all-consuming lie I ever told?" "Swans"
"4273" "The Most Unfortunate Lie" "And where are you now" "Swans"
"4274" "The Most Unfortunate Lie" "My unfortunate, irreversible lie?" "Swans"
"4275" "The Man Who Refused to Be Unhappy" "Head trash, mind stink" "Swans"
"4276" "The Man Who Refused to Be Unhappy" "Don't think, burn now" "Swans"
"4277" "The Man Who Refused to Be Unhappy" "Clean mind, kill time" "Swans"
"4278" "The Man Who Refused to Be Unhappy" "Black cloud, burn now" "Swans"
"4279" "The Man Who Refused to Be Unhappy" "Tight rope, neck choke" "Swans"
"4280" "The Man Who Refused to Be Unhappy" "Take hope, burn now" "Swans"
"4281" "The Man Who Refused to Be Unhappy" "Mind scan, flat land" "Swans"
"4282" "The Man Who Refused to Be Unhappy" "Zero, I fly now" "Swans"
"4283" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4284" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4285" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4286" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4287" "The Man Who Refused to Be Unhappy" "Fly now" "Swans"
"4288" "The Man Who Refused to Be Unhappy" "Mother, sister" "Swans"
"4289" "The Man Who Refused to Be Unhappy" "Father, burn now" "Swans"
"4290" "The Man Who Refused to Be Unhappy" "Brother, teacher" "Swans"
"4291" "The Man Who Refused to Be Unhappy" "Ego, fly now" "Swans"
"4292" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4293" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4294" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4295" "The Man Who Refused to Be Unhappy" "Fly now, fly now" "Swans"
"4296" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4297" "The Man Who Refused to Be Unhappy" "B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-Butterfly" "Swans"
"4298" "The Man Who Refused to Be Unhappy" "B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-Butterfly" "Swans"
"4299" "The Man Who Refused to Be Unhappy" "B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-Butterfly" "Swans"
"4300" "The Man Who Refused to Be Unhappy" "B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-B-Butterfly" "Swans"
"4301" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4302" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4303" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4304" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4305" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4306" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4307" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4308" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4309" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4310" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4311" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4312" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4313" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4314" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4315" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4316" "The Man Who Refused to Be Unhappy" "Yellow, yellow" "Swans"
"4317" "The Man Who Refused to Be Unhappy" "I am Butterfly!" "Swans"
"4318" "The Glowing Man" "He's a real go-getter, getter" "Swans"
"4319" "The Glowing Man" "He's a real heart-breaker, breaker" "Swans"
"4320" "The Glowing Man" "He's a real head-splitter, splitter" "Swans"
"4321" "The Glowing Man" "NO NO NO NO NO NO NO!" "Swans"
"4322" "The Glowing Man" "NO NO NO NO NO NO NO!" "Swans"
"4323" "The Glowing Man" "NO NO NO NO NO NO NO!" "Swans"
"4324" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4325" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4326" "The Glowing Man" "NO NO NO NO NO NO NO!" "Swans"
"4327" "The Glowing Man" "He's a real mean keeper, keeper" "Swans"
"4328" "The Glowing Man" "He's a real deep teacher, teacher" "Swans"
"4329" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4330" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4331" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4332" "The Glowing Man" "NO NO NO NO NO NO NO!" "Swans"
"4333" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4334" "The Glowing Man" "NO NO NO NO NO NO YES!" "Swans"
"4335" "The Glowing Man" "NO NO NO NO NO NO YES!" "Swans"
"4336" "The Glowing Man" "NO NO NO NO NO NO NO" "Swans"
"4337" "The Glowing Man" "NO!" "Swans"
"4338" "The Glowing Man" "Joseph is standing behind my back" "Swans"
"4339" "The Glowing Man" "Joseph is digging his hands in my chest" "Swans"
"4340" "The Glowing Man" "Joseph is drinking the light in my lung" "Swans"
"4341" "The Glowing Man" "Joseph is moving his tongue in my neck" "Swans"
"4342" "The Glowing Man" "Joseph is riding a vein in my head" "Swans"
"4343" "The Glowing Man" "Joseph is cutting my arm on his bed" "Swans"
"4344" "The Glowing Man" "Joseph is making my body fly" "Swans"
"4345" "The Glowing Man" "Joseph is making my body fly" "Swans"
"4346" "The Glowing Man" "Joseph is making my body fly" "Swans"
"4347" "The Glowing Man" "Joseph is making my body fly" "Swans"
"4348" "The Glowing Man" "Joseph is me and you are a liar!" "Swans"
"4349" "The Glowing Man" "Joseph is me and, ah you are a liar!" "Swans"
"4350" "The Glowing Man" "Joseph is me and, ah you are a liar!" "Swans"
"4351" "The Glowing Man" "Joseph is me and, ah you are a liar!" "Swans"
"4352" "The Glowing Man" "I am a glowing man I am" "Swans"
"4353" "The Glowing Man" "I am a growing, glowing man" "Swans"
"4354" "The Glowing Man" "I am a glowing man I am" "Swans"
"4355" "The Glowing Man" "I am a growing, glowing man" "Swans"
"4356" "The Glowing Man" "I'm a nothing, nothing man" "Swans"
"4357" "The Glowing Man" "I'm a nothing, nothing man" "Swans"
"4358" "The Glowing Man" "I'm a growing, glowing man" "Swans"
"4359" "The Glowing Man" "I'm a growing, glowing man" "Swans"
"4360" "The Glowing Man" "I am a no-no-no-no-nothing man" "Swans"
"4361" "The Glowing Man" "I'm a no-no-no-no-nothing man" "Swans"
"4362" "The Glowing Man" "What is is is is is is is is is is is is is what?" "Swans"
"4363" "The Glowing Man" "What is is is is is is is is is is is is what?" "Swans"
"4364" "The Glowing Man" "What is is is is is is is is is is is is what?" "Swans"
"4365" "The Glowing Man" "What is is is is is is is is is is is is is is is is what?" "Swans"
"4366" "The Daughter Brings the Water" "In the screen" "Swans"
"4367" "The Daughter Brings the Water" "In the screen" "Swans"
"4368" "The Daughter Brings the Water" "The daughter in white water" "Swans"
"4369" "The Daughter Brings the Water" "In the screen" "Swans"
"4370" "The Daughter Brings the Water" "But not seen" "Swans"
"4371" "The Daughter Brings the Water" "Her hand describes the father" "Swans"
"4372" "The Daughter Brings the Water" "Stilted bones" "Swans"
"4373" "The Daughter Brings the Water" "Cloaked in foam" "Swans"
"4374" "The Daughter Brings the Water" "Squeeze laughter from the lather" "Swans"
"4375" "The Daughter Brings the Water" "Drink water from the daughter" "Swans"
"4376" "The Daughter Brings the Water" "Neither matter" "Swans"
"4377" "The Daughter Brings the Water" "Neither taste" "Swans"
"4378" "The Daughter Brings the Water" "Neither solid" "Swans"
"4379" "The Daughter Brings the Water" "Neither space" "Swans"
"4380" "The Daughter Brings the Water" "The daughter brings the water" "Swans"
"4381" "The Daughter Brings the Water" "The daughter brings clear water" "Swans"
"4382" "The Apostate" "It's not in my mind" "Swans"
"4383" "The Apostate" "It's not in my mind" "Swans"
"4384" "The Apostate" "Na a na not in my mind" "Swans"
"4385" "The Apostate" "Na a na not in my mind" "Swans"
"4386" "The Apostate" "We're on an infinite line" "Swans"
"4387" "The Apostate" "We're on an infinite line" "Swans"
"4388" "The Apostate" "Get out of my mind" "Swans"
"4389" "The Apostate" "Get out of my mind" "Swans"
"4390" "The Apostate" "Ge ge ge get out" "Swans"
"4391" "The Apostate" "Ge ge ge get out" "Swans"
"4392" "The Apostate" "Ge ge ge get out" "Swans"
"4393" "The Apostate" "Get out" "Swans"
"4394" "The Apostate" "We're on a ladder to god" "Swans"
"4395" "The Apostate" "We're on a ladder to god" "Swans"
"4396" "The Apostate" "Ladder to god" "Swans"
"4397" "The Apostate" "Ladder to god" "Swans"
"4398" "The Apostate" "Ladder to god" "Swans"
"4399" "The Apostate" "Ladder to god" "Swans"
"4400" "The Apostate" "Space cunt" "Swans"
"4401" "The Apostate" "Brain wash" "Swans"
"4402" "The Apostate" "Star dust" "Swans"
"4403" "The Apostate" "Space fuck- cunt" "Swans"
"4404" "The Apostate" "Cunt" "Swans"
"4405" "The Apostate" "Ge ge ge ladder to god" "Swans"
"4406" "The Apostate" "Ge ge ge ladder to god" "Swans"
"4407" "The Apostate" "Get fucked" "Swans"
"4408" "The Apostate" "Get fucked" "Swans"
"4409" "The Apostate" "We're on a ladder to god" "Swans"
"4410" "The Apostate" "We're on a ladder to god" "Swans"
"4411" "The Apostate" "B-B-B-Blessed" "Swans"
"4412" "The Apostate" "B-B-B-Blessed" "Swans"
"4413" "The Apostate" "Fuck" "Swans"
"4414" "The Apostate" "Bliss" "Swans"
"4415" "The Apostate" "Fuck" "Swans"
"4416" "The Apostate" "Bliss" "Swans"
"4417" "Thank You" "Talk to me" "Swans"
"4418" "Thank You" "Tell me the truth" "Swans"
"4419" "Thank You" "This smells sour" "Swans"
"4420" "Thank You" "Burn my face" "Swans"
"4421" "Thank You" "I'm a cold fish" "Swans"
"4422" "Thank You" "Feed on me" "Swans"
"4423" "Thank You" "This smells sour" "Swans"
"4424" "Thank You" "This smells sour" "Swans"
"4425" "Thank You" "This smells sour" "Swans"
"4426" "Thank You" "This smells sour" "Swans"
"4427" "Thank You" "Burn me now" "Swans"
"4428" "Thank You" "Burn me now" "Swans"
"4429" "Thank You" "Feed my thing" "Swans"
"4430" "Thank You" "Be my thing" "Swans"
"4431" "Thank You" "Burn my face" "Swans"
"4432" "Thank You" "This smells sour" "Swans"
"4433" "Thank You" "This smells sour" "Swans"
"4434" "Thank You" "This smells sour" "Swans"
"4435" "Thank You" "This smells sour" "Swans"
"4436" "Thank You" "Burn me now" "Swans"
"4437" "Thank You" "Burn me now" "Swans"
"4438" "Thank You" "Burn me now" "Swans"
"4439" "Thank You" "Burn me now" "Swans"
"4440" "Thank You" "Burn me now" "Swans"
"4441" "Thank You" "Burn me now" "Swans"
"4442" "Thank You" "Burn me now" "Swans"
"4443" "Thank You" "Burn me now" "Swans"
"4444" "Thank You" "Burn me now" "Swans"
"4445" "Take Advantage" "Play with a pig, and you become a pig" "Swans"
"4446" "Take Advantage" "Play in the mud, and you sink in the mud" "Swans"
"4447" "Take Advantage" "Fall in a hole, and you stay in a hole" "Swans"
"4448" "Take Advantage" "You'll be there to look at" "Swans"
"4449" "Take Advantage" "At the top of the stairs" "Swans"
"4450" "Take Advantage" "They're talking about you" "Swans"
"4451" "Take Advantage" "And when they come down, they'll know what to do to you" "Swans"
"4452" "Take Advantage" "They've worked out a scene according to your weakness" "Swans"
"4453" "Take Advantage" "According to how you can be used" "Swans"
"4454" "Take Advantage" "L-L-L-Look at the monkey s-s-s-suck and pull" "Swans"
"4455" "Take Advantage" "L-L-L-Look at the monkey c-c-c-chew on his leash" "Swans"
"4456" "Take Advantage" "B-B-B-Because he wants control of his movements" "Swans"
"4457" "Take Advantage" "Of his movements, of his movements" "Swans"
"4458" "Take Advantage" "According to how you can be used" "Swans"
"4459" "Take Advantage" "According to how you can be used" "Swans"
"4460" "Take Advantage" "According to how you can be used" "Swans"
"4461" "Take Advantage" "According to how you can be used" "Swans"
"4462" "Sunfucker" "Surrender, surrender" "Swans"
"4463" "Sunfucker" "Go under bright water" "Swans"
"4464" "Sunfucker" "The flooding is coming" "Swans"
"4465" "Sunfucker" "Give up to Sunfucker" "Swans"
"4466" "Sunfucker" "The naked, the crawling" "Swans"
"4467" "Sunfucker" "They become us while burning" "Swans"
"4468" "Sunfucker" "Surrender, surrender" "Swans"
"4469" "Sunfucker" "Sunfucker is calling" "Swans"
"4470" "Sunfucker" "We are righteous, we are blighted" "Swans"
"4471" "Sunfucker" "We are liquid, ignited" "Swans"
"4472" "Sunfucker" "We're stealing your breathing" "Swans"
"4473" "Sunfucker" "Your weeping is cleaning" "Swans"
"4474" "Sunfucker" "Sunfucker: True Eater!" "Swans"
"4475" "Sunfucker" "Sunfucker: True Blinder!" "Swans"
"4476" "Sunfucker" "Surrender, surrender" "Swans"
"4477" "Sunfucker" "Come home to Sunfucker" "Swans"
"4478" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4479" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4480" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4481" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4482" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4483" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4484" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4485" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4486" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4487" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4488" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4489" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4490" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4491" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4492" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4493" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4494" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4495" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4496" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4497" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4498" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4499" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4500" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4501" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4502" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4503" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4504" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4505" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4506" "Sunfucker" "La la la la la la la la la la la la little man" "Swans"
"4507" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4508" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4509" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4510" "Sunfucker" "La la la la la la la la la la la la little man" "Swans"
"4511" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4512" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4513" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4514" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4515" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4516" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4517" "Sunfucker" "La la la la la la la la la la la la little man" "Swans"
"4518" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4519" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4520" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4521" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4522" "Sunfucker" "Believer, believer, believer, believe or not" "Swans"
"4523" "Sunfucker" "Believer, believer, believer, believe or-" "Swans"
"4524" "Sunfucker" "La la la la la la la la la la la la little man a little man a little man" "Swans"
"4525" "Sunfucker" "A little man a little la la la" "Swans"
"4526" "Sunfucker" "I am the one with feathered plume" "Swans"
"4527" "Sunfucker" "Who holds your heart, whose light consumes" "Swans"
"4528" "Sunfucker" "With arms stretched out, I gather sky" "Swans"
"4529" "Sunfucker" "One thought, one mind:" "Swans"
"4530" "Sunfucker" "Sunfucker eats the blind" "Swans"
"4531" "Sunfucker" "One thought, one mind:" "Swans"
"4532" "Sunfucker" "Sunfucker eats the blind" "Swans"
"4533" "Sunfucker" "Why am I on this earth?" "Swans"
"4534" "Sunfucker" "Why am I on this earth?" "Swans"
"4535" "Sunfucker" "Why am I on this earth?" "Swans"
"4536" "Sunfucker" "Why am I on this earth?" "Swans"
"4537" "Sunfucker" "I worship Sunfucker!" "Swans"
"4538" "Sunfucker" "I worship Sunfucker!" "Swans"
"4539" "Sunfucker" "I worship Sunfucker!" "Swans"
"4540" "Sunfucker" "I worship Sunfucker!" "Swans"
"4541" "Sunfucker" "Fuck me..." "Swans"
"4542" "Stupid Child (Live)" "(Clapping) Nothing beats you!" "Swans"
"4543" "Stupid Child (Live)" "Thank you" "Swans"
"4544" "Stupid Child (Live)" "Cop! Cop!" "Swans"
"4545" "Stupid Child (Live)" "Nothing beats you!" "Swans"
"4546" "Stupid Child (Live)" "Nothing beats you like a cop!" "Swans"
"4547" "Stupid Child (Live)" "I'm your stupid child" "Swans"
"4548" "Stupid Child (Live)" "I'm your stupid, helpless child" "Swans"
"4549" "Stupid Child (Live)" "I'm your stupid, naked child" "Swans"
"4550" "Stupid Child (Live)" "I'm your stupid, helpless child" "Swans"
"4551" "Stupid Child (Live)" "I like the way that feels" "Swans"
"4552" "Stupid Child (Live)" "I like the way that feels" "Swans"
"4553" "Stupid Child (Live)" "I'm ashamed of what I am" "Swans"
"4554" "Stupid Child (Live)" "I'm ashamed of what I am" "Swans"
"4555" "Stupid Child (Live)" "I'm ashamed of what I am" "Swans"
"4556" "Stupid Child (Live)" "I like the way that cuts me down" "Swans"
"4557" "Stupid Child (Live)" "I like the way that burns me" "Swans"
"4558" "Stupid Child (Live)" "I like the way that cuts me down" "Swans"
"4559" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4560" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4561" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4562" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4563" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4564" "Stupid Child (Live)" "Helpless, helpless" "Swans"
"4565" "Stupid Child (Live)" "Helpless" "Swans"
"4566" "Stupid Child (Live)" "I'm your stupid child" "Swans"
"4567" "Stupid Child (Live)" "I'm your stupid, naked child" "Swans"
"4568" "Stupid Child (Live)" "I like the way that cuts..." "Swans"
"4569" "Stupid Child" "I'm your stupid child" "Swans"
"4570" "Stupid Child" "I'm your stupid child" "Swans"
"4571" "Stupid Child" "I'm your stupid helpless child" "Swans"
"4572" "Stupid Child" "I'm your stupid helpless child" "Swans"
"4573" "Stupid Child" "I'm your stupid helpless child" "Swans"
"4574" "Stupid Child" "I'm your stupid naked child" "Swans"
"4575" "Stupid Child" "I'm your stupid naked child" "Swans"
"4576" "Stupid Child" "I'm your stupid helpless child" "Swans"
"4577" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4578" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4579" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4580" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4581" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4582" "Stupid Child" "I'm ashamed of what I am" "Swans"
"4583" "Stupid Child" "I like the way that feels" "Swans"
"4584" "Stupid Child" "I like the way that feels" "Swans"
"4585" "Stupid Child" "I like the way that burns me" "Swans"
"4586" "Stupid Child" "I like the way that burns me" "Swans"
"4587" "Stupid Child" "I like the way that dulls me" "Swans"
"4588" "Stupid Child" "I like the way that dulls me" "Swans"
"4589" "Stupid Child" "I like the way that cuts me down" "Swans"
"4590" "Stupid Child" "I like the way that cuts me down" "Swans"
"4591" "Stupid Child" "I'm your stupid child" "Swans"
"4592" "Stupid Child" "I'm your stupid child" "Swans"
"4593" "Stupid Child" "I like the way that feels" "Swans"
"4594" "Stupid Child" "I like the way that feels" "Swans"
"4595" "Stupid Child" "I like the way that feels" "Swans"
"4596" "Stupid Child" "I like the way that feels" "Swans"
"4597" "Stupid Child" "I like the way that feels" "Swans"
"4598" "Stupid Child" "I like the way that feels" "Swans"
"4599" "Stupid Child" "I like the way that feels" "Swans"
"4600" "Stupid Child" "I like the way that feels" "Swans"
"4601" "Stupid Child" "I like the way that feels" "Swans"
"4602" "Still a Child" "The day I was born, your shadow fell across my mother's breast" "Swans"
"4603" "Still a Child" "When I opened my eyes, you coloured my mind" "Swans"
"4604" "Still a Child" "Every move I make, is by your desire" "Swans"
"4605" "Still a Child" "Every move I make, is by your hand only" "Swans"
"4606" "Still a Child" "Now I'm still a child, but I'm closer to death" "Swans"
"4607" "Still a Child" "Cover me in roses, gently touch me while I sleep" "Swans"
"4608" "Still a Child" "When I dream I'll dream of drowning in a pool of scented blood" "Swans"
"4609" "Still a Child" "Now I'm still a child, but I'm closer to death" "Swans"
