"song" "line" "artist"
"9098" "Sleepin’ Around" "What will the neighbors say" "Sonic Youth"
"9099" "Sleepin’ Around" "What you did was wrong" "Sonic Youth"
"9100" "Sleepin’ Around" "What did you good is gone" "Sonic Youth"
"9101" "Sleepin’ Around" "Nothing you do is right" "Sonic Youth"
"9102" "Sleepin’ Around" "Always ends up in a fight" "Sonic Youth"
"9103" "Sleepin’ Around" "Sleeping around sleeping around" "Sonic Youth"
"9104" "Sleepin’ Around" "What will the neighbors do" "Sonic Youth"
"9105" "Sleepin’ Around" "Sleeping around all over town" "Sonic Youth"
"9106" "Sleepin’ Around" "What will the neighbors do" "Sonic Youth"
"9107" "Sleepin’ Around" "What you did was wrong" "Sonic Youth"
"9108" "Sleepin’ Around" "What did you good is gone" "Sonic Youth"
"9109" "Sleepin’ Around" "Nothing you do is right" "Sonic Youth"
"9110" "Sleepin’ Around" "Always ends up in a fight" "Sonic Youth"
"9111" "Sleepin’ Around" "Sleeping around sleeping around" "Sonic Youth"
"9112" "Sleepin’ Around" "What will the neighbors think" "Sonic Youth"
"9113" "Sleepin’ Around" "Sleeping around all over town" "Sonic Youth"
"9114" "Sleepin’ Around" "What will the neighbors think" "Sonic Youth"
"9115" "Sleepin’ Around" "What you did was wrong" "Sonic Youth"
"9116" "Sleepin’ Around" "What did you good is gone" "Sonic Youth"
"9117" "Sleepin’ Around" "Nothing you do is right" "Sonic Youth"
"9118" "Sleepin’ Around" "Always ends up in a fight" "Sonic Youth"
"9119" "Side 2" "00:00 - 00:40" "Sonic Youth"
"9120" "Side 2" "Woman: On the right!" "Sonic Youth"
"9121" "Side 2" "Kim: Go get hamburgers" "Sonic Youth"
"9122" "Side 2" "Thurston: Right?" "Sonic Youth"
"9123" "Side 2" "Man: Yeah, let's go" "Sonic Youth"
"9124" "Side 2" "Man 2: Did I hear Kim say \"hamburgers\"?" "Sonic Youth"
"9125" "Side 2" "Lee: Put the defrost on..." "Sonic Youth"
"9126" "Side 2" "Thurston 2: Cruisin' for some McReagan burgers..." "Sonic Youth"
"9127" "Side 2" "Man 2: Forget it man, I'm not going to McDonald's, that stuff's fucking gross!" "Sonic Youth"
"9128" "Side 2" "Lee: It is" "Sonic Youth"
"9129" "Side 2" "Lee: Bob, you got fog, you got heavy fog.. on the outside, you want me to brush it off here?" "Sonic Youth"
"9130" "Side 2" "Bob?: Left? Ronald Reagan fries..." "Sonic Youth"
"9131" "Side 2" "?: Hey Jon, I'll give you all the lira in my pocket if you eat a hamburger" "Sonic Youth"
"9132" "Side 2" "00:41 - 01:15" "Sonic Youth"
"9133" "Side 2" "01:16 - 01:32" "Sonic Youth"
"9134" "Side 2" "01:33 - 01:51" "Sonic Youth"
"9135" "Side 2" "01:52 - 09:00" "Sonic Youth"
"9136" "Side 2" "Nothing but a savage blur" "Sonic Youth"
"9137" "Side 2" "In your face, in your land" "Sonic Youth"
"9138" "Side 2" "The weight of you is greater" "Sonic Youth"
"9139" "Side 2" "Forgot my pride" "Sonic Youth"
"9140" "Side 2" "Forgot my side" "Sonic Youth"
"9141" "Side 2" "Don't bother to leave" "Sonic Youth"
"9142" "Side 2" "There's no room outside" "Sonic Youth"
"9143" "Side 2" "Your sense of pride" "Sonic Youth"
"9144" "Side 2" "Nothing here but a savage blur" "Sonic Youth"
"9145" "Side 2" "09:01 - 10:12" "Sonic Youth"
"9146" "Side 2" "10:13 - 13:04" "Sonic Youth"
"9147" "Side 2" "I don't know why" "Sonic Youth"
"9148" "Side 2" "You want to impress Christgau" "Sonic Youth"
"9149" "Side 2" "Ah, let that shit die" "Sonic Youth"
"9150" "Side 2" "And find out the new goal" "Sonic Youth"
"9151" "Side 2" "Kill yr idols" "Sonic Youth"
"9152" "Side 2" "Sonic death" "Sonic Youth"
"9153" "Side 2" "It's the end of the world" "Sonic Youth"
"9154" "Side 2" "Your confusion is sex" "Sonic Youth"
"9155" "Side 2" "Kill yr idols" "Sonic Youth"
"9156" "Side 2" "Sonic death" "Sonic Youth"
"9157" "Side 2" "It's the end of the world" "Sonic Youth"
"9158" "Side 2" "Your confusion is sex" "Sonic Youth"
"9159" "Side 2" "Sex" "Sonic Youth"
"9160" "Side 2" "Sex" "Sonic Youth"
"9161" "Side 2" "13:05 - 14:34" "Sonic Youth"
"9162" "Side 2" "14:35 - 15:12" "Sonic Youth"
"9163" "Side 2" "We want electricity" "Sonic Youth"
"9164" "Side 2" "15:13 - 17:24" "Sonic Youth"
"9165" "Side 2" "17:25 - 17:46" "Sonic Youth"
"9166" "Side 2" "17:47 - 18:32" "Sonic Youth"
"9167" "Side 2" "18:33 - 20:13" "Sonic Youth"
"9168" "Side 2" "- We're Sonic Youth, this song is called \"The World Looks Red\"" "Sonic Youth"
"9169" "Side 2" "20:14 - 21:49" "Sonic Youth"
"9170" "Side 2" "- This next song's called \"Shaking Hell\"" "Sonic Youth"
"9171" "Side 2" "- Suck my dick, asshole!" "Sonic Youth"
"9172" "Side 2" "- That's an American expression, \"Suck my dick\"" "Sonic Youth"
"9173" "Side 2" "21:50 - 22:28" "Sonic Youth"
"9174" "Side 2" "22:29 - 23:25" "Sonic Youth"
"9175" "Side 2" "23:26 - 24:14" "Sonic Youth"
"9176" "Side 2" "24:15 - 25:09" "Sonic Youth"
"9177" "Side 2" "25:10 - 25:58" "Sonic Youth"
"9178" "Side 2" "25:59 - 27:37" "Sonic Youth"
"9179" "Side 2" "27:38 - 28:18" "Sonic Youth"
"9180" "Side 2" "28:19 - 29:31" "Sonic Youth"
"9181" "Side 2" "- Let's hear another one by Sonic Youth!" "Sonic Youth"
"9182" "Side 2" "- No, everything's fucked up" "Sonic Youth"
"9183" "Side 2" "- This is actually the best crowd we've had since... uh... We played at Cat's Cradle last night and there were uh, I think... Three people there... It was good!" "Sonic Youth"
"9184" "Side 2" "- We're appreciative, play some more!" "Sonic Youth"
"9185" "Side 2" "- We could have a Sonic Youth and Swans jamfest" "Sonic Youth"
"9186" "Shadow of a Doubt" "Met a stranger on a train" "Sonic Youth"
"9187" "Shadow of a Doubt" "He bumped right into me" "Sonic Youth"
"9188" "Shadow of a Doubt" "Swear I didn't mean it" "Sonic Youth"
"9189" "Shadow of a Doubt" "Swear it wasn't meant to be" "Sonic Youth"
"9190" "Shadow of a Doubt" "Must've been a dream" "Sonic Youth"
"9191" "Shadow of a Doubt" "From a thousand years ago" "Sonic Youth"
"9192" "Shadow of a Doubt" "I swear I didn't mean it" "Sonic Youth"
"9193" "Shadow of a Doubt" "Swear it wasn't meant to be" "Sonic Youth"
"9194" "Shadow of a Doubt" "From the bottom of my heart" "Sonic Youth"
"9195" "Shadow of a Doubt" "He was looking all over me" "Sonic Youth"
"9196" "Shadow of a Doubt" "You take me and I'll take you" "Sonic Youth"
"9197" "Shadow of a Doubt" "You kill him and I'll kill her" "Sonic Youth"
"9198" "Shadow of a Doubt" "Swear it wasn't meant to be" "Sonic Youth"
"9199" "Shadow of a Doubt" "Swear I didn't mean it" "Sonic Youth"
"9200" "Shadow of a Doubt" "Kiss me" "Sonic Youth"
"9201" "Shadow of a Doubt" "Kiss me in the shadow of" "Sonic Youth"
"9202" "Shadow of a Doubt" "Kiss me in the shadow of a doubt" "Sonic Youth"
"9203" "Shadow of a Doubt" "Kiss me" "Sonic Youth"
"9204" "Shadow of a Doubt" "Kiss me in the shadow of" "Sonic Youth"
"9205" "Shadow of a Doubt" "Kiss me in the shadow of a doubt" "Sonic Youth"
"9206" "Shadow of a Doubt" "Must've been a dream" "Sonic Youth"
"9207" "Shadow of a Doubt" "It's just a dream I had (No, no, no)" "Sonic Youth"
"9208" "Shadow of a Doubt" "Swear it was just a dream" "Sonic Youth"
"9209" "Shadow of a Doubt" "Just a dream (Swear it wasn't meant to be)" "Sonic Youth"
"9210" "Shadow of a Doubt" "Dream I had" "Sonic Youth"
"9211" "Shadow of a Doubt" "No, no, no, no (Swear, no, no, no, no, no, no)" "Sonic Youth"
"9212" "Shadow of a Doubt" "Didn't do it, didn't do it" "Sonic Youth"
"9213" "Shadow of a Doubt" "Maybe, maybe (No)" "Sonic Youth"
"9214" "Shadow of a Doubt" "It's just a dream" "Sonic Youth"
"9215" "Shadow of a Doubt" "Just a dream" "Sonic Youth"
"9216" "Shadow of a Doubt" "It's just a" "Sonic Youth"
"9217" "Shadow of a Doubt" "Just a" "Sonic Youth"
"9218" "Shadow of a Doubt" "No" "Sonic Youth"
"9219" "Shadow of a Doubt" "Met a stranger on a train" "Sonic Youth"
"9220" "Shadow of a Doubt" "He bumped right into me" "Sonic Youth"
"9221" "Shadow of a Doubt" "Swear I didn't mean it" "Sonic Youth"
"9222" "Shadow of a Doubt" "Swear it wasn't meant to be" "Sonic Youth"
"9223" "Shadow of a Doubt" "Must've been a dream" "Sonic Youth"
"9224" "Shadow of a Doubt" "From a thousand years ago" "Sonic Youth"
"9225" "Shadow of a Doubt" "Kiss me" "Sonic Youth"
"9226" "Shadow of a Doubt" "Kiss me in the shadow of a doubt" "Sonic Youth"
"9227" "Shadow of a Doubt" "Kiss me" "Sonic Youth"
"9228" "Renegade Princess" "Jet black hair" "Sonic Youth"
"9229" "Renegade Princess" "Tangled stare" "Sonic Youth"
"9230" "Renegade Princess" "Blood inside" "Sonic Youth"
"9231" "Renegade Princess" "Silent stare" "Sonic Youth"
"9232" "Renegade Princess" "Naked heart" "Sonic Youth"
"9233" "Renegade Princess" "Red light night" "Sonic Youth"
"9234" "Renegade Princess" "Tangled heart" "Sonic Youth"
"9235" "Renegade Princess" "Midnight hair" "Sonic Youth"
"9236" "Renegade Princess" "Poor mans bride" "Sonic Youth"
"9237" "Renegade Princess" "Moonlight fight" "Sonic Youth"
"9238" "Renegade Princess" "Renegade" "Sonic Youth"
"9239" "Renegade Princess" "Crystal heart" "Sonic Youth"
"9240" "Renegade Princess" "Make way for the midnight princess" "Sonic Youth"
"9241" "Renegade Princess" "Make way for the midnight princess" "Sonic Youth"
"9242" "Renegade Princess" "Make way for the midnight princess" "Sonic Youth"
"9243" "Renegade Princess" "Make way for the midnight princess" "Sonic Youth"
"9244" "Renegade Princess" "Midnight princess fight tonight" "Sonic Youth"
"9245" "Renegade Princess" "Midnight princess fight tonight" "Sonic Youth"
"9246" "Renegade Princess" "Midnight princess fight tonight" "Sonic Youth"
"9247" "Renegade Princess" "Midnight princess fight tonight" "Sonic Youth"
"9248" "Renegade Princess" "Renegades fight for life" "Sonic Youth"
"9249" "Renegade Princess" "Renegades fight for life" "Sonic Youth"
"9250" "Renegade Princess" "Renegades fight for life" "Sonic Youth"
"9251" "Renegade Princess" "Renegades fight for life" "Sonic Youth"
"9252" "Renegade Princess" "Naked stairs in the midnight rain" "Sonic Youth"
"9253" "Renegade Princess" "Naked stairs in the midnight rain" "Sonic Youth"
"9254" "Renegade Princess" "Naked stairs in the midnight rain" "Sonic Youth"
"9255" "Renegade Princess" "Naked stairs in the midnight rain" "Sonic Youth"
"9256" "Renegade Princess" "Gonna fight for your blood tonight" "Sonic Youth"
"9257" "Renegade Princess" "Gonna fight for your blood tonight" "Sonic Youth"
"9258" "Renegade Princess" "Gonna fight for your blood tonight" "Sonic Youth"
"9259" "Renegade Princess" "Gonna fight for your blood tonight" "Sonic Youth"
"9260" "Renegade Princess" "Crystal hearts gonna break you down" "Sonic Youth"
"9261" "Renegade Princess" "Crystal hearts gonna break you down" "Sonic Youth"
"9262" "Renegade Princess" "Crystal hearts gonna break you down" "Sonic Youth"
"9263" "Renegade Princess" "Crystal hearts gonna break you down" "Sonic Youth"
"9264" "Renegade Princess" "Tangled hearts in a midnight fight" "Sonic Youth"
"9265" "Renegade Princess" "Tangled hearts in a midnight fight" "Sonic Youth"
"9266" "Renegade Princess" "Tangled hearts in a midnight fight" "Sonic Youth"
"9267" "Renegade Princess" "Tangled hearts in a midnight fight" "Sonic Youth"
"9268" "Renegade Princess" "Renegade princess fight" "Sonic Youth"
"9269" "Renegade Princess" "Renegade princess fight" "Sonic Youth"
"9270" "Renegade Princess" "Renegade princess fight" "Sonic Youth"
"9271" "Renegade Princess" "Renegade princess fight" "Sonic Youth"
"9272" "Renegade Princess" "Fight" "Sonic Youth"
"9273" "Renegade Princess" "Fight" "Sonic Youth"
"9274" "Renegade Princess" "Fight" "Sonic Youth"
"9275" "Renegade Princess" "Fight" "Sonic Youth"
"9276" "Razor Blade" "Mess my hair, take me down" "Sonic Youth"
"9277" "Razor Blade" "Yeah you know, yeah you know" "Sonic Youth"
"9278" "Razor Blade" "Mess my hair, take me down" "Sonic Youth"
"9279" "Razor Blade" "Yeah you know, yeah you know" "Sonic Youth"
"9280" "Razor Blade" "Play that song, round and round" "Sonic Youth"
"9281" "Razor Blade" "Play that song, all the time" "Sonic Youth"
"9282" "Razor Blade" "Mess my hair, take me down" "Sonic Youth"
"9283" "Razor Blade" "Yeah you know, yeah you know, yeah you know" "Sonic Youth"
"9284" "Razor Blade" "Razor blade, razor blade" "Sonic Youth"
"9285" "Razor Blade" "Razor blade, razor blade" "Sonic Youth"
"9286" "Razor Blade" "Razor blade" "Sonic Youth"
"9287" "Quest for the Cup" "Your the thrill of a million" "Sonic Youth"
"9288" "Quest for the Cup" "Walking down the sidewalk" "Sonic Youth"
"9289" "Quest for the Cup" "Feel like an alarm clock" "Sonic Youth"
"9290" "Quest for the Cup" "Woke up and dressed up" "Sonic Youth"
"9291" "Quest for the Cup" "Don't look like a t-shirt" "Sonic Youth"
"9292" "Quest for the Cup" "I feel just like a donuts" "Sonic Youth"
"9293" "Quest for the Cup" "Come and take the trash out" "Sonic Youth"
"9294" "Quest for the Cup" "What's the use of crying" "Sonic Youth"
"9295" "Quest for the Cup" "Don't look like a bummer" "Sonic Youth"
"9296" "Quest for the Cup" "Feel just like a burger" "Sonic Youth"
"9297" "Quest for the Cup" "Can I make him like me" "Sonic Youth"
"9298" "Quest for the Cup" "Do you feel like I do" "Sonic Youth"
"9299" "Quest for the Cup" "Don't look like a slip skirt" "Sonic Youth"
"9300" "Quest for the Cup" "I feel just like a poser" "Sonic Youth"
"9301" "Quest for the Cup" "I don't look like an angel" "Sonic Youth"
"9302" "Quest for the Cup" "I GUESS I'll put some jeans on" "Sonic Youth"
"9303" "Quest for the Cup" "Make my lips look redder" "Sonic Youth"
"9304" "Quest for the Cup" "True you still look better" "Sonic Youth"
"9305" "Quest for the Cup" "This is for Lisa" "Sonic Youth"
"9306" "Quest for the Cup" "Ran away to the west" "Sonic Youth"
"9307" "Quest for the Cup" "Faxed my mom for the test" "Sonic Youth"
"9308" "Quest for the Cup" "Couldn't stay for the rest" "Sonic Youth"
"9309" "Quest for the Cup" "Then I met him Jess" "Sonic Youth"
"9310" "Quest for the Cup" "He is just the best" "Sonic Youth"
"9311" "Quest for the Cup" "We kissed right under a tree" "Sonic Youth"
"9312" "Quest for the Cup" "I felt so salty free" "Sonic Youth"
"9313" "Quest for the Cup" "I felt so salty free" "Sonic Youth"
"9314" "Quest for the Cup" "I felt nothing like me" "Sonic Youth"
"9315" "Quest for the Cup" "I felt so salty free" "Sonic Youth"
"9316" "Quest for the Cup" "All your dreams will come true" "Sonic Youth"
"9317" "Quest for the Cup" "All my dreams came true" "Sonic Youth"
"9318" "Quest for the Cup" "But now, I have a bunch of other dreams" "Sonic Youth"
"9319" "Quest for the Cup" "Ta-dum-dum" "Sonic Youth"
"9320" "Quest for the Cup" "It's gotta be hot, hot" "Sonic Youth"
"9321" "Quest for the Cup" "I felt so s-a-lty free" "Sonic Youth"
"9322" "Pipeline / Kill Time" "Stretch me to the point where I stop" "Sonic Youth"
"9323" "Pipeline / Kill Time" "Run ten thousand miles and then think of me" "Sonic Youth"
"9324" "Pipeline / Kill Time" "I think you know the place we should meet" "Sonic Youth"
"9325" "Pipeline / Kill Time" "Don't worry if it's dark and I'm late" "Sonic Youth"
"9326" "Pipeline / Kill Time" "Run me out a thin wire" "Sonic Youth"
"9327" "Pipeline / Kill Time" "Help me to kill this, love" "Sonic Youth"
"9328" "Pipeline / Kill Time" "I'll join you tonight at the bottom of the well" "Sonic Youth"
"9329" "Pipeline / Kill Time" "Feel around in the dark until you get the idea" "Sonic Youth"
"9330" "Pipeline / Kill Time" "I'm not moving, doesn't mean I can't" "Sonic Youth"
"9331" "Pipeline / Kill Time" "Flame on in my head" "Sonic Youth"
"9332" "Pipeline / Kill Time" "My best friend sucked his wife's blood and shriveled up" "Sonic Youth"
"9333" "Pipeline / Kill Time" "He was mistaken for sane" "Sonic Youth"
"9334" "Pipeline / Kill Time" "We move and groove and cut loose from fear" "Sonic Youth"
"9335" "Pipeline / Kill Time" "We should kill time, we'll shut it down" "Sonic Youth"
"9336" "Pipeline / Kill Time" "I've got a pipeline straight to the heart of you" "Sonic Youth"
"9337" "Pipeline / Kill Time" "Opening in my head" "Sonic Youth"
"9338" "Pipeline / Kill Time" "Bright glass on a chain being wound around us" "Sonic Youth"
"9339" "Pipeline / Kill Time" "The toiling of idle hands" "Sonic Youth"
"9340" "Pipeline / Kill Time" "Dripping with guilt" "Sonic Youth"
"9341" "Pipeline / Kill Time" "A secret form of punishment" "Sonic Youth"
"9342" "Pipeline / Kill Time" "Axes thru skulls, shadow of futility" "Sonic Youth"
"9343" "Pipeline / Kill Time" "Endless revolt" "Sonic Youth"
"9344" "Pipeline / Kill Time" "The shifting of light and shadows" "Sonic Youth"
"9345" "Pipeline / Kill Time" "No-one is right" "Sonic Youth"
"9346" "Pipeline / Kill Time" "Nothing is solid" "Sonic Youth"
"9347" "Pipeline / Kill Time" "Nothing can be held in my hands for long" "Sonic Youth"
"9348" "Pipeline / Kill Time" "We should kill time" "Sonic Youth"
"9349" "Paper Cup Exit" "Skimming the tops of tall trees" "Sonic Youth"
"9350" "Paper Cup Exit" "Through the clear light of free speech" "Sonic Youth"
"9351" "Paper Cup Exit" "A sudden memory disease" "Sonic Youth"
"9352" "Paper Cup Exit" "Claims the air all around me" "Sonic Youth"
"9353" "Paper Cup Exit" "I'm getting lost in the slipstream" "Sonic Youth"
"9354" "Paper Cup Exit" "Maybe relive the same dream" "Sonic Youth"
"9355" "Paper Cup Exit" "Of coming in from the cold" "Sonic Youth"
"9356" "Paper Cup Exit" "And losing half of my soul" "Sonic Youth"
"9357" "Paper Cup Exit" "Memory disease" "Sonic Youth"
"9358" "Paper Cup Exit" "Across United States" "Sonic Youth"
"9359" "Paper Cup Exit" "That I had told the truth" "Sonic Youth"
"9360" "Paper Cup Exit" "Feel so high" "Sonic Youth"
"9361" "Paper Cup Exit" "Architectural" "Sonic Youth"
"9362" "Paper Cup Exit" "I look to the skies" "Sonic Youth"
"9363" "Paper Cup Exit" "To see our bodies" "Sonic Youth"
"9364" "Paper Cup Exit" "They were rising up" "Sonic Youth"
"9365" "Paper Cup Exit" "Out of the paper cup" "Sonic Youth"
"9366" "Paper Cup Exit" "A sea change is due" "Sonic Youth"
"9367" "Paper Cup Exit" "Idols in fescue" "Sonic Youth"
"9368" "Paper Cup Exit" "Touchdown on the new Mason-Dixon Line" "Sonic Youth"
"9369" "Paper Cup Exit" "The map is ripped and torn" "Sonic Youth"
"9370" "Paper Cup Exit" "Tilted frame with all hope gone" "Sonic Youth"
"9371" "Paper Cup Exit" "And I don't mind if you sing a different song" "Sonic Youth"
"9372" "Paper Cup Exit" "Sing a different song" "Sonic Youth"
"9373" "Paper Cup Exit" "Just as long as you sing" "Sonic Youth"
"9374" "Paper Cup Exit" "As you sing, sing along" "Sonic Youth"
"9375" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9376" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9377" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9378" "Paper Cup Exit" "Time everyone came clean" "Sonic Youth"
"9379" "Paper Cup Exit" "It's what you didn't say" "Sonic Youth"
"9380" "Paper Cup Exit" "It's what you didn't say" "Sonic Youth"
"9381" "Paper Cup Exit" "Don't wanna be a slave" "Sonic Youth"
"9382" "Paper Cup Exit" "It's what you didn't" "Sonic Youth"
"9383" "Paper Cup Exit" "Skimming the tops of tall trees" "Sonic Youth"
"9384" "Paper Cup Exit" "Through the clear light of free speech" "Sonic Youth"
"9385" "Paper Cup Exit" "I'm coming in for a landing" "Sonic Youth"
"9386" "Paper Cup Exit" "I've got a soul understanding" "Sonic Youth"
"9387" "Paper Cup Exit" "It all comes down to a word" "Sonic Youth"
"9388" "Paper Cup Exit" "It's just like nothing, I heard" "Sonic Youth"
"9389" "Paper Cup Exit" "Over the rainbow in time" "Sonic Youth"
"9390" "Paper Cup Exit" "Will be one hell of a climb" "Sonic Youth"
"9391" "Paper Cup Exit" "High lights, bright" "Sonic Youth"
"9392" "Paper Cup Exit" "Life" "Sonic Youth"
"9393" "Paper Cup Exit" "Sweep pie clear sky" "Sonic Youth"
"9394" "Paper Cup Exit" "Sky" "Sonic Youth"
"9395" "Paper Cup Exit" "Reminiscent" "Sonic Youth"
"9396" "Paper Cup Exit" "Of honey in your eye" "Sonic Youth"
"9397" "Paper Cup Exit" "Unwind" "Sonic Youth"
"9398" "Paper Cup Exit" "Saturnalia" "Sonic Youth"
"9399" "Paper Cup Exit" "I don't mind if you sing a different song" "Sonic Youth"
"9400" "Paper Cup Exit" "Sing a different song" "Sonic Youth"
"9401" "Paper Cup Exit" "Just as long as you sing" "Sonic Youth"
"9402" "Paper Cup Exit" "As you sing, sing along" "Sonic Youth"
"9403" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9404" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9405" "Paper Cup Exit" "It's later than it seems" "Sonic Youth"
"9406" "Paper Cup Exit" "New ears are listening" "Sonic Youth"
"9407" "Paper Cup Exit" "It's what you didn't say" "Sonic Youth"
"9408" "Paper Cup Exit" "It's what you didn't say" "Sonic Youth"
"9409" "Paper Cup Exit" "Don't wanna be a slave" "Sonic Youth"
"9410" "Paper Cup Exit" "It's what you didn't say" "Sonic Youth"
"9411" "Paper Cup Exit" "Nothing to give away" "Sonic Youth"
"9412" "Panty Lies" "Don't just stare, 'cause she's not wearing underwear" "Sonic Youth"
"9413" "Panty Lies" "Em-em-em-em-em-em-em-em" "Sonic Youth"
"9414" "Panty Lies" "Oh how rude, at least she's got your attention square" "Sonic Youth"
"9415" "Panty Lies" "Em-em-em-em-em-em-em-em" "Sonic Youth"
"9416" "Panty Lies" "Don't you realize, it's just her disguise" "Sonic Youth"
"9417" "Panty Lies" "Ai-ai-ai-ai-ai-ai-ai-ai" "Sonic Youth"
"9418" "Panty Lies" "Hey, mom look, no more panty line" "Sonic Youth"
"9419" "Panty Lies" "Ai-ai-ai-ai-ai-ai-ai-ai" "Sonic Youth"
"9420" "Panty Lies" "Shoewa shoewa shoewa shoewa shoewa shoewa shoewa" "Sonic Youth"
"9421" "Panty Lies" "I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I" "Sonic Youth"
"9422" "Panty Lies" "Peek-a-boo look into the mirror" "Sonic Youth"
"9423" "Panty Lies" "Now you see her, now you'll be her" "Sonic Youth"
"9424" "Panty Lies" "Hover your lips, twirl your hair" "Sonic Youth"
"9425" "Panty Lies" "Pretend you're there, pretend it ain't there" "Sonic Youth"
"9426" "Panty Lies" "Little girl playing in the closet" "Sonic Youth"
"9427" "Panty Lies" "First comes walking, then comes talking" "Sonic Youth"
"9428" "Panty Lies" "Peek-a-boo look into the mirror" "Sonic Youth"
"9429" "Panty Lies" "She says: \"who am I?\"" "Sonic Youth"
"9430" "Panty Lies" "Inside! outside!" "Sonic Youth"
"9431" "Panty Lies" "Inside, outside, inside, outside, inside, outside" "Sonic Youth"
"9432" "Panty Lies" "Inside, outside, inside, outside" "Sonic Youth"
"9433" "Panty Lies" "Shoewa shoewa shoewa shoewa shoewa shoewa shoewa shoewa" "Sonic Youth"
"9434" "Panty Lies" "Hm-a-hm-a-hm-a-hm-a (Shoewa, shoewa, shoewa, shoewa)" "Sonic Youth"
"9435" "Panty Lies" "Shoewa shoewa shoewa shoewa" "Sonic Youth"
"9436" "Panty Lies" "Hm-a-hm-a-hm-a-hm-a (Shoewa, shoewa, shoewa, shoewa)" "Sonic Youth"
"9437" "Panty Lies" "Da-da-da-da-da (Shoewa, shoewa, shoewa, shoewa)" "Sonic Youth"
"9438" "Panty Lies" "Don't just stare, 'cause she's not wearing underwear" "Sonic Youth"
"9439" "Panty Lies" "Em-em-em-em-em-em-em-em" "Sonic Youth"
"9440" "Panty Lies" "Oh how rude, at least she's got your attention square" "Sonic Youth"
"9441" "Panty Lies" "Em-em-em-em-em-em-em-em" "Sonic Youth"
"9442" "Panty Lies" "Don't you realize, it's just her disguise" "Sonic Youth"
"9443" "Panty Lies" "Ai-ai-ai-ai-ai-ai-ai-ai" "Sonic Youth"
"9444" "Panty Lies" "Hey, mom look, no more panty line" "Sonic Youth"
"9445" "Panty Lies" "Ai-ai-ai-ai-ai-ai-ai-ai" "Sonic Youth"
"9446" "Panty Lies" "I-a-oh-a-I-a-a-oh-a-I-a-uh-a-I-a-I-I-uh-a" "Sonic Youth"
"9447" "On the Strip" "Every time you look my way" "Sonic Youth"
"9448" "On the Strip" "You shine a light in what you say" "Sonic Youth"
"9449" "On the Strip" "Every time you look my way" "Sonic Youth"
"9450" "On the Strip" "You talk a rhyme called purple haze" "Sonic Youth"
"9451" "On the Strip" "Close your eyes and pretend" "Sonic Youth"
"9452" "On the Strip" "You're not at all a black friend" "Sonic Youth"
"9453" "On the Strip" "A smile-less girl on the strip" "Sonic Youth"
"9454" "On the Strip" "You really learn just how to be hip" "Sonic Youth"
"9455" "On the Strip" "Tell your stories 'bout your crazy trip" "Sonic Youth"
"9456" "On the Strip" "Messing with stars and doing tricks" "Sonic Youth"
"9457" "On the Strip" "Close your eyes and pretend" "Sonic Youth"
"9458" "On the Strip" "It started all back then" "Sonic Youth"
"9459" "On the Strip" "Big glass house on the hill" "Sonic Youth"
"9460" "On the Strip" "Doing dope but did you swear" "Sonic Youth"
"9461" "On the Strip" "Yesterday was buried last year" "Sonic Youth"
"9462" "On the Strip" "While I don't care I thought was clear" "Sonic Youth"
"9463" "On the Strip" "Close your eyes and pretend" "Sonic Youth"
"9464" "On the Strip" "This is how it should end" "Sonic Youth"
"9465" "On the Strip" "Cinderella of the night" "Sonic Youth"
"9466" "On the Strip" "Doesn't know her left from right" "Sonic Youth"
"9467" "On the Strip" "She so hungry for a bite" "Sonic Youth"
"9468" "On the Strip" "Forget your friends for a big night" "Sonic Youth"
"9469" "On the Strip" "Don't you know who's keeping score" "Sonic Youth"
"9470" "On the Strip" "Who's that barking at your door" "Sonic Youth"
"9471" "On the Strip" "Hold tight with fear, a little bit" "Sonic Youth"
"9472" "On the Strip" "Hold tight with fear, a little bit" "Sonic Youth"
"9473" "On the Strip" "Hold tight with fear, a little bit" "Sonic Youth"
"9474" "On the Strip" "Hold tight with fear" "Sonic Youth"
"9475" "On the Strip" "Every time you look my way" "Sonic Youth"
"9476" "On the Strip" "Remember a girl who used to say" "Sonic Youth"
"9477" "On the Strip" "Hold me tight any way" "Sonic Youth"
"9478" "On the Strip" "It's okay it's only play" "Sonic Youth"
"9479" "On the Strip" "I will remember in my dawn" "Sonic Youth"
"9480" "On the Strip" "What I came for, for a lark" "Sonic Youth"
"9481" "O.J.’s Glove or What?" "Close your eyes, make a wish" "Sonic Youth"
"9482" "O.J.’s Glove or What?" "Cross yourself, see yourself" "Sonic Youth"
"9483" "O.J.’s Glove or What?" "Feel yourself, scream once more" "Sonic Youth"
"9484" "O.J.’s Glove or What?" "Move yourself across the floor" "Sonic Youth"
"9485" "O.J.’s Glove or What?" "Burn inside between two walls" "Sonic Youth"
"9486" "O.J.’s Glove or What?" "The advertisement's saying" "Sonic Youth"
